Long/Lat,Job Number,Job Name,City-County,St-Prov,FRLA Plans?,Date range,Project Type,Icon,Archival records,Images
"39.719517,-84.175251",06726,"Patterson, J. H. (Item 3 - OBLA PI Cards)",Dayton,Ohio,4,1919-1922,03 Subdivisions & Suburban Communities,target,,
"40.054242,-75.200226",09561,"Woodward, George Dr.",Philadelphia,Pennsylvania,4,1931-1937,03 Subdivisions & Suburban Communities,target,,
"32.803617,-85.661216",10032,Lyman Ward Military Academy,Camp Hill,Alabama,4,1956,04 College & School Campuses,landmark,,
"34.448273,-119.242258",05435,Union High School,Ventura County,California,4,1910-1912,04 College & School Campuses,landmark,,
"37.888622,-122.533565",08263,University of California,,California,4,1897,04 College & School Campuses,landmark,,
"38.24038,-85.752035",01288,Male High School,Louisville,Kentucky,4,1909-1910,04 College & School Campuses,landmark,,
"38.251241,-85.684261",04072,Southern Baptist Theological Seminary Grounds,Louisville,Kentucky,4,1911-1916,04 College & School Campuses,landmark,,
"40.165314,-75.193777",07774,Pennsylvania School of Horticulture for Women,Ambler,Pennsylvania,4,1924-1927,04 College & School Campuses,landmark,,
"40.660262,-74.560754",07613,Bonnie Brae Farm,Millington,New Jersey,4,1926-1930,04 College & School Campuses,landmark,,
"41.039561,-73.867275",06461,Irvington School,Irvington-on-Hudson,New York,4,1916-1917,04 College & School Campuses,landmark,,
"42.238765,-71.807864",07855,Holy Cross College,Worcester,Massachusetts,4,1918-1927,04 College & School Campuses,landmark,,
"42.308197,-71.530352",00639,Saint Mark's School,Southborough,Massachusetts,4,1894-1896,04 College & School Campuses,landmark,,
"42.360034,-71.293974",09925,Weston Elementary School,Weston,Massachusetts,4,1952,04 College & School Campuses,landmark,,
"42.376364,-71.124941",05440,Episcopal Theological School,Cambridge,Massachusetts,4,1911-1912,04 College & School Campuses,landmark,,
"42.394543,-82.891459",07986,Sacred Heart Academy,Detroit,Michigan,4,1928-1929,04 College & School Campuses,landmark,,
"42.415908,-71.15864",10132,Jason-Russell House,Arlington,Massachusetts,4,1961,04 College & School Campuses,landmark,,
To Be Determined,09123,Eliot Street School,Milton,Massachusetts,4,1927-1931,04 College & School Campuses,landmark,,
"40.628725,-76.165338",03410,Shannon School for Girls,Schuylkill County,Pennsylvania,4,1907-1908,04 College & School Campuses,landmark,,
"41.749255,-71.32616",03553,Saint Andrews School,Barrington,Rhode Island,4,1909-1925,04 College & School Campuses,landmark,,
"44.479173,-73.198998",01020,Billings Library,Burlington,Vermont,4,1884-1885,04 College & School Campuses,landmark,,
"39.914378,-83.476996",05962,Ohio State Penitentiary,London,Ohio,4,1916-1917,05 Grounds of Residential Institutions,buildings,,
To Be Determined,05553,Dayton Tuberculosis Hospital,Dayton,Ohio,4,1912-1913,05 Grounds of Residential Institutions,buildings,,
"39.94087,-75.188198",12126,Schuyllkill Arsenal (12/6),Philadelphia,Pennsylvania,4,1875,06 Grounds of Public Buildings,museum,,
"41.485365,-71.308265",06891,Newport Art Association,Newport,Rhode Island,4,1920,06 Grounds of Public Buildings,museum,,
"42.344779,-71.207285",01063,Newton Technical High School,Newton,Massachusetts,4,1907-1909,06 Grounds of Public Buildings,museum,,
"42.372329,-71.090673",01457,Cambridge Public Library,Cambridge,Massachusetts,4,1897,06 Grounds of Public Buildings,museum,,
"42.521664,-70.893424",10028,Essex Institute,Salem,Massachusetts,4,1956,06 Grounds of Public Buildings,museum,,
"42.646083,-71.314115",01371,Lowell City Hall,Lowell,Massachusetts,4,1893; 1911,06 Grounds of Public Buildings,museum,,
"44.307251,-69.781401",06839,Maine State Capitol Grounds,Augusta,Maine,4,1921; 1923,06 Grounds of Public Buildings,museum,,
"47.606076,-122.332946",03212,Seattle Public Library,Seattle,Washington,4,1906,06 Grounds of Public Buildings,museum,,
"27.928578,-81.582198",06982,"Warner, W. H. - new tract",Mountain Lake,Florida,4,1921-1922,07 Private Estate & Homesteads,purple_circle,,
"27.939593,-81.591403",06104,"Barrows, Ira",Mountain Lake,Florida,4,1930,07 Private Estate & Homesteads,purple_circle,,
"32.69134,-80.762679",09205,"Coe, W. R.",Charleston,South Carolina,4,1930,07 Private Estate & Homesteads,purple_circle,,
"32.922712,-79.983851",09287,"McFaddin, Harrison D.",Yeamans Hall,South Carolina,4,1931,07 Private Estate & Homesteads,purple_circle,,
"33.795508,-118.380057",08210,"Lane, Mr. and Mrs. Fulton",Palos Verdes,California,4,1928,07 Private Estate & Homesteads,purple_circle,,
"34.126196,-118.132277",05994,"Harris, N. W.",Pasadena,California,4,1911-1914,07 Private Estate & Homesteads,purple_circle,,
"37.855182,-122.238441",08026,"Swift, Henry Jr.",Berkeley,California,4,N.D.,07 Private Estate & Homesteads,purple_circle,,
"38.228046,-85.721405",03805,"Hite, W. W. Mrs.",Louisville,Kentucky,4,1909,07 Private Estate & Homesteads,purple_circle,,
"38.229521,-85.761029",03748,"Marvin, J. B. Dr.",Louisville,Kentucky,4,1909,07 Private Estate & Homesteads,purple_circle,,
"38.240877,-85.686922",02277,"Hite, Allen R.",Louisville,Kentucky,4,1901,07 Private Estate & Homesteads,purple_circle,,
"38.261527,-85.543869",00289,"Robinson, C. B.",Anchorage,Kentucky,4,1897-1903,07 Private Estate & Homesteads,purple_circle,,
"38.301464,-85.657724",03214,"Chess, W. E.",Woodside,Kentucky,4,1906-1907,07 Private Estate & Homesteads,purple_circle,,
"38.353672,-85.610839",09820,"Ethridge, Mark",Prospect,Kentucky,4,1948; 1950,07 Private Estate & Homesteads,purple_circle,,
"38.891801,-104.885423",03362,"Palmer, Gen. William J.",Colorado Springs,Colorado,4,1906,07 Private Estate & Homesteads,purple_circle,,
"38.909346,-77.057695",07022,"Ihlder, John",Washington,DC,4,1922,07 Private Estate & Homesteads,purple_circle,,
"38.912762,-77.048141",02956,"Smith, Hamilton Mrs.",Washington,DC,4,1904,07 Private Estate & Homesteads,purple_circle,,
"38.970345,-77.108756",09875,"Damon, G. Huntington Mr. & Mrs.",Chevy Chase,Maryland,4,1950,07 Private Estate & Homesteads,purple_circle,,
"39.025168,-96.829492",00648,"Anderson, J. A.",[unknown],Kansas,4,1882,07 Private Estate & Homesteads,purple_circle,,
"39.404653,-76.729696",00259,"Stewart, C. Morton Jr.",Baltimore,Maryland,4,1902,07 Private Estate & Homesteads,purple_circle,,
"39.671364,-84.206356",00327,"Winters, Valentine",Dayton,Ohio,4,1901-1914,07 Private Estate & Homesteads,purple_circle,,
"39.762008,-84.194748",06872,"Patterson, Jefferson",Dayton,Ohio,4,1920-1921,07 Private Estate & Homesteads,purple_circle,,
"40.056321,-75.340859",06442,"Clothier, Isaac H. Jr.",Radnor,Pennsylvania,4,1916,07 Private Estate & Homesteads,purple_circle,,
"40.798609,-73.616437",06319,"Phipps, H. C.",Roslyn,New York,4,1915-1916,07 Private Estate & Homesteads,purple_circle,,
"40.828355,-74.219797",03072,"Wright, S. Jr.",Montclair,New Jersey,4,1905-1906,07 Private Estate & Homesteads,purple_circle,,
"40.865325,-73.480554",09097,"Duer, Beverley",Cold Spring Harbor,New York,4,1929; 1931,07 Private Estate & Homesteads,purple_circle,,
"40.877293,-72.403239",06754,"Patterson, Rufus",Southampton,New York,4,1919-1920,07 Private Estate & Homesteads,purple_circle,,
"40.92406,-81.077482",06778,Fording Estate,Alliance,Ohio,4,1920,07 Private Estate & Homesteads,purple_circle,,
"40.945968,-73.765246",09942,"Reed, W. P. Dr.",Larchmont,New York,4,1952,07 Private Estate & Homesteads,purple_circle,,
"41.047673,-73.636637",09493,"Rockefeller, Avery",Greenwich,Connecticut,4,1937-1948,07 Private Estate & Homesteads,purple_circle,,
"41.135458,-73.864378",06398,"Bemis, H. A.",Scarborough,New York,4,1916,07 Private Estate & Homesteads,purple_circle,,
"41.147929,-73.839562",00202,"Law, Walter W.",Briarcliff,New York,4,1900-1901,07 Private Estate & Homesteads,purple_circle,,
"41.280927,-71.983653",09280,"Bagley, Henry Walker",Fishers Island,New York,4,1931-1932,07 Private Estate & Homesteads,purple_circle,,
"41.28387,-71.955321",07557,"Ferguson, Helen",Fishers Island,New York,4,1926,07 Private Estate & Homesteads,purple_circle,,
"41.376485,-71.839868",05573,"Cottrell, Edgar H.",Pawcatuck,Connecticut,4,1912,07 Private Estate & Homesteads,purple_circle,,
"41.558997,-72.655426",00023,"DeZeng, Richard L.",Middletown,Connecticut,4,1897-1902,07 Private Estate & Homesteads,purple_circle,,
"41.605038,-70.65206",00339,"Nash, F. K.",West Falmouth,Massachusetts,4,1890-1904,07 Private Estate & Homesteads,purple_circle,,
"41.622027,-70.433189",09682,"Ropes, James H. Mrs.",Cotuit,Massachusetts,4,1908; 1944,07 Private Estate & Homesteads,purple_circle,,
"41.76441,-72.699966",03400,"Talcott, George S.",Hartford,Connecticut,4,1907-1908,07 Private Estate & Homesteads,purple_circle,,
"41.772336,-72.701876",02043,"Goodwin, J. J.",Hartford,Connecticut,4,1897,07 Private Estate & Homesteads,purple_circle,,
"42.066899,-72.571218",09211,"Irwin, Robert Mrs.",Longmeadow,Massachusetts,4,1930,07 Private Estate & Homesteads,purple_circle,,
"42.072918,-72.031281",09190,"Wells, Channing M.",Southbridge,Massachusetts,4,1926-1930,07 Private Estate & Homesteads,purple_circle,,
"42.096813,-72.575088",00261,"Skinner, H. H.",Springfield,Massachusetts,4,1902; 1910,07 Private Estate & Homesteads,purple_circle,,
"42.104081,-72.577465",07355,"Wallace, A. B. Mrs.",Springfield,Massachusetts,4,1924,07 Private Estate & Homesteads,purple_circle,,
"42.104225,-72.578158",07926,"Lyman, John R.",Springfield,Massachusetts,4,1928,07 Private Estate & Homesteads,purple_circle,,
"42.214601,-72.626326",07225,"Woodruff, J. B.",Holyoke,Massachusetts,4,1923,07 Private Estate & Homesteads,purple_circle,,
"42.214772,-71.712817",10557,"Williams, Mr. & Mrs. Peter",North Grafton,Massachusetts,4,1976-1977,07 Private Estate & Homesteads,purple_circle,,
"42.232156,-72.629757",07227,"Towne, Edward S.",Holyoke,Massachusetts,4,1918-1924,07 Private Estate & Homesteads,purple_circle,,
"42.23245,-72.631731",07391,"Twing, Edward L.",Holyoke,Massachusetts,4,1924-1925,07 Private Estate & Homesteads,purple_circle,,
"42.24029,-74.824904",05786,"Gerry, Peter G.",Delhi,New York,4,1916-1917,07 Private Estate & Homesteads,purple_circle,,
"42.240465,-87.843279",01231,"Cobb, Henry Ives",Lake Forest,Illinois,4,1892,07 Private Estate & Homesteads,purple_circle,,
"42.246016,-70.812635",00631,"Bigelow, A. S.",Cohasset,Massachusetts,4,1892-1893,07 Private Estate & Homesteads,purple_circle,,
"42.29381,-71.18336",10412,"Abrams, Mr. & Mrs. Benjamin",Newton,Massachusetts,4,1970-1972,07 Private Estate & Homesteads,purple_circle,,
"42.295842,-71.089343",01434,Calder Estate,Roxbury,Massachusetts,4,1895,07 Private Estate & Homesteads,purple_circle,,
"42.305876,-71.154113",10415,"Davis, Mrs. Sylvia",Brookline,Massachusetts,4,1972,07 Private Estate & Homesteads,purple_circle,,
"42.315401,-71.540136",01141,"Sears, J. M.",Southborough,Massachusetts,4,1889,07 Private Estate & Homesteads,purple_circle,,
"42.320589,-71.162261",10168,"Sargent, Mrs. Ann",Brookline,Massachusetts,4,1964,07 Private Estate & Homesteads,purple_circle,,
"42.321525,-71.116154",01230,"Reuter,  H.H.",Jamaica Plain,Massachusetts,4,1891-1894,07 Private Estate & Homesteads,purple_circle,,
"42.322425,-71.201161",03649,"Davenport, W. N.",Newton Highlands,Massachusetts,4,1909,07 Private Estate & Homesteads,purple_circle,,
"42.327205,-71.141882",02230,"Channing, Walter Dr.",Brookline,Massachusetts,4,1899,07 Private Estate & Homesteads,purple_circle,,
"42.327324,-71.205898",10319,"Soep, Mr. and Mrs. Bernard",Newton Highlands,Massachusetts,4,1970,07 Private Estate & Homesteads,purple_circle,,
"42.329394,-71.16864",12513,"Rogers, W.S.",Chestnut Hill,Massachusetts,4,1891-1892,07 Private Estate & Homesteads,purple_circle,,
"42.330576,-71.15966",10576,"Morss, Mr. & Mrs. Philip",Newton,Massachusetts,4,1975-1976,07 Private Estate & Homesteads,purple_circle,,
"42.334993,-71.179288",01724,"Jewett, N. M.",Newton,Massachusetts,4,1896,07 Private Estate & Homesteads,purple_circle,,
"42.335251,-71.186525",01386,"Crowell,  T. Irving",Newton Centre,Massachusetts,4,1893,07 Private Estate & Homesteads,purple_circle,,
"42.339368,-71.14378",01436,"Belcher, J. W.",Brookline,Massachusetts,4,1895,07 Private Estate & Homesteads,purple_circle,,
"42.343106,-71.224215",10555,"Kramer, Mr. & Mrs. Clarence Jr.",Newton,Massachusetts,4,1976,07 Private Estate & Homesteads,purple_circle,,
"42.343182,-71.220353",10256,"Payne, Dr. and Mrs. Edmund C.",West Newton,Massachusetts,4,1968,07 Private Estate & Homesteads,purple_circle,,
"42.349049,-71.188531",01021,"Bayley, M.C.",Newton,Massachusetts,4,1882-1883,07 Private Estate & Homesteads,purple_circle,,
"42.3492,-71.11319",09622,"Lee, Halfdan Mrs.",Brookline,Massachusetts,4,1941,07 Private Estate & Homesteads,purple_circle,,
"42.34964,-83.062359",00281,"Hubel, F. A.",St. Clair,Michigan,4,1898-1903,07 Private Estate & Homesteads,purple_circle,,
"42.35035,-71.181434",10534,"Berg, Dr. & Mrs. Robert B.",Newton,Massachusetts,4,1975,07 Private Estate & Homesteads,purple_circle,,
"42.351932,-71.320088",10519,"Ryan, Dr. & Mrs. Kenneth J.",Weston,Massachusetts,4,1974-1975,07 Private Estate & Homesteads,purple_circle,,
"42.374128,-71.138813",09769,"Barton, Francis L.",Cambridge,Massachusetts,4,1947,07 Private Estate & Homesteads,purple_circle,,
"42.37692,-72.512193",12137,"Hills, Henry F. (13/7)",Amherst,Massachusetts,4,N.D.,07 Private Estate & Homesteads,purple_circle,,
"42.382407,-71.128594",09643,"Farr, William Sharon",Cambridge,Massachusetts,4,1941,07 Private Estate & Homesteads,purple_circle,,
"42.384487,-71.218271",10385,"Soltes, Mr. & Mrs. Aaron S.",Waltham,Massachusetts,4,1972-1973,07 Private Estate & Homesteads,purple_circle,,
"42.429412,-71.302632",07806,"Macomber, Donald Dr.",Lincoln,Massachusetts,4,1890; 1927,07 Private Estate & Homesteads,purple_circle,,
"42.430346,-73.221924",01174,"West, F. T.",Pittsfield,Massachusetts,4,1890-1891,07 Private Estate & Homesteads,purple_circle,,
"42.444809,-73.24828",03163,"Weston, Franklin",Pittsfield,Massachusetts,4,1906-1907,07 Private Estate & Homesteads,purple_circle,,
"42.449873,-71.226125",02267,"Emery, F. L.",Lexington,Massachusetts,4,1900-1904,07 Private Estate & Homesteads,purple_circle,,
"42.450475,-71.142381",10341,"Fitzgerald, Dr. and Mrs. Paul",Winchester,Massachusetts,4,1970-1974,07 Private Estate & Homesteads,purple_circle,,
"42.462707,-70.893461",09536,"Eiseman, Sidney",Swampscott,Massachusetts,4,1938,07 Private Estate & Homesteads,purple_circle,,
"42.571145,-70.756459",01895,Bullard Estate,Manchester,Massachusetts,4,1896-1897,07 Private Estate & Homesteads,purple_circle,,
"42.577687,-71.356915",10260,"Klemmer, Mr. and Mrs. Howard W.",Chelmsford,Massachusetts,4,1968,07 Private Estate & Homesteads,purple_circle,,
"42.608159,-71.58421",01124,"Lawrence, J.",Groton,Massachusetts,4,1889,07 Private Estate & Homesteads,purple_circle,,
"42.639239,-71.133556",03394,"Towle, John A.",Andover,Massachusetts,4,1907-1908,07 Private Estate & Homesteads,purple_circle,,
"42.702323,-72.451036",01775,"Schell, Francis",Northfield,Massachusetts,4,1895,07 Private Estate & Homesteads,purple_circle,,http://www.flickr.com/photos/olmsted_archives/10984282603/
"44.310944,-69.780446",06836,"Burleigh, Lewis A.",Augusta,Maine,4,1920,07 Private Estate & Homesteads,purple_circle,,
"44.310983,-69.778333",06896,"Williamson, Joseph",Augusta,Maine,4,1920,07 Private Estate & Homesteads,purple_circle,,
"47.145554,-122.538543",03725,"Griggs, Everett G.",American Lake,Washington,4,1910-1923,07 Private Estate & Homesteads,purple_circle,,
"47.610489,-122.312679",03499,"Heineman, M. C.",Seattle,Washington,4,1908,07 Private Estate & Homesteads,purple_circle,,
"47.628528,-122.321997",03875,"Farnsworth, Clare",Seattle,Washington,4,1909-1910,07 Private Estate & Homesteads,purple_circle,,https://www.flickr.com/photos/olmsted_archives/collections/72157645537819903/
"47.630253,-70.145034",00348,"McCagg, T. D. Mrs.",Murray Bay,Ontario,4,1899,07 Private Estate & Homesteads,purple_circle,,
"47.631764,-122.284409",04070,"Hyde, Samuel",Seattle,Washington,4,1910,07 Private Estate & Homesteads,purple_circle,,
"47.707538,-122.314739",08068,"Goodwin, E. S.",Seattle,Washington,4,1926,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,03409,"Graves, George",Lexington,Kentucky,4,1907,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,03155,"Hoe, Richard M.",Seal Harbor,Maine,4,1906,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,06569,"Rogers, W. A. - Edgewater",Kennebunkport,Maine,4,1917,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,01040,"Lee, William P.",Newton,Massachusetts,4,1887,07 Private Estate & Homesteads,purple_circle,,
"42.313677,-71.183213",01294,"Cooper, F. J.",Newton,Massachusetts,4,1894-1895,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,09545,"Howard, Sidney",Tyringham,Massachusetts,4,1938-1939,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,09614,"Booth, Richard A.",Longmeadow,Massachusetts,4,1940-1943,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,09908,"Brooks, John C. Mrs.",Longmeadow,Massachusetts,4,1951,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,01236,"Niles, W.W., Bishop",Concord,New Hampshire,4,1892-1911,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,05904,"Smith, Frank W.",Westfield,New Jersey,4,1912-1913,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,00073,"Jones, Stanley",West Hampton,New York,4,1929-1931,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,09079,"Bragg, Caleb S.",Montauk Point,New York,4,1929-1930,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,05911,"Lewis, L. D.",Seattle,Washington,4,1914,07 Private Estate & Homesteads,purple_circle,,
"41.763294,-72.679046",00041,"Olmsted, A.H",Hartford,Connecticut,4,1890-1891,07 Private Estate & Homesteads,purple_circle,,https://www.flickr.com/photos/olmsted_archives/sets/72157635801955514/
,03274,"Bond, Stephen N.",Niantic,Connecticut,4,1907,07 Private Estate & Homesteads,purple_circle,,
,06194,"Merriman, H. Morton",Watertown,Connecticut,4,1912-1915,07 Private Estate & Homesteads,purple_circle,,
,07884,"Bryant, Waldo C.",Bridgeport,Connecticut,4,1927,07 Private Estate & Homesteads,purple_circle,,
,00676,"Anderson, N.L.",Washington,DC,4,1883,07 Private Estate & Homesteads,purple_circle,,
,06685,"Rogers, W. A.",Winter Park,Florida,4,1918-1919,07 Private Estate & Homesteads,purple_circle,,
,07148,"Mitchell, Walter G.",Atlanta,Georgia,4,1923,07 Private Estate & Homesteads,purple_circle,,
,09488,"Glenn, Thomas K.",Atlanta,Georgia,4,1926-1929,07 Private Estate & Homesteads,purple_circle,,
,07068,"Rodes, Clifford Mrs.",Glenview,Kentucky,4,1922,07 Private Estate & Homesteads,purple_circle,,
,10229,"Dwyer, Mr. and Mrs. James J.",Louisville,Kentucky,4,1953,07 Private Estate & Homesteads,purple_circle,,
